ordobs,a,b,tolerance,noise
2,-1,-0.5,0.3,0.3
1,-1,-0.5,0.3,0.3
2,-1,-0.5,0.3,0.3
1,-1,-0.5,0.3,0.3
1,-1,-0.5,0.3,0.3
1,-1,-0.5,0.3,0.3
1,-1,-0.5,0.3,0.3
1,-1,-0.5,0.3,0.3
1,-1,-0.5,0.3,0.3
2,-1,-0.5,0.3,0.3
1,-1,-0.5,0.3,0.3
1,-1,-0.5,0.3,0.3
1,-1,-0.5,0.3,0.3
1,-1,-0.5,0.3,0.3
1,-1,-0.5,0.3,0.3
1,-1,-0.5,0.3,0.3
1,-1,-0.5,0.3,0.3
1,-1,-0.5,0.3,0.3
1,-1,-0.5,0.3,0.3
1,-1,-0.5,0.3,0.3
1,-1,-0.5,0.3,0.3
1,-1,-0.5,0.3,0.3
1,-1,-0.5,0.3,0.3
1,-1,-0.5,0.3,0.3
1,-1,-0.5,0.3,0.3
1,-1,-0.5,0.3,0.3
1,-1,-0.5,0.3,0.3
1,-1,-0.5,0.3,0.3
2,-1,-0.5,0.3,0.3
1,-1,-0.5,0.3,0.3
2,-1,-0.5,0.3,0.3
1,-1,-0.5,0.3,0.3
2,-1,-0.5,0.3,0.3
1,-1,-0.5,0.3,0.3
2,-1,-0.5,0.3,0.3
1,-1,-0.5,0.3,0.3
2,-1,-0.5,0.3,0.3
1,-1,-0.5,0.3,0.3
1,-1,-0.5,0.3,0.3
1,-1,-0.5,0.3,0.3
1,-1,-0.5,0.3,0.3
1,-1,-0.5,0.3,0.3
1,-1,-0.5,0.3,0.3
2,-1,-0.5,0.3,0.3
1,-1,-0.25,0.3,0.3
1,-1,-0.25,0.3,0.3
1,-1,-0.25,0.3,0.3
1,-1,-0.25,0.3,0.3
1,-1,-0.25,0.3,0.3
1,-1,-0.25,0.3,0.3
1,-1,-0.25,0.3,0.3
1,-1,-0.25,0.3,0.3
1,-1,-0.25,0.3,0.3
2,-1,-0.25,0.3,0.3
1,-1,-0.25,0.3,0.3
1,-1,-0.25,0.3,0.3
1,-1,-0.25,0.3,0.3
1,-1,-0.25,0.3,0.3
1,-1,-0.25,0.3,0.3
2,-1,-0.25,0.3,0.3
2,-1,-0.25,0.3,0.3
2,-1,-0.25,0.3,0.3
1,-1,-0.25,0.3,0.3
1,-1,-0.25,0.3,0.3
1,-1,-0.25,0.3,0.3
1,-1,-0.25,0.3,0.3
1,-1,-0.25,0.3,0.3
2,-1,-0.25,0.3,0.3
1,-1,-0.25,0.3,0.3
1,-1,-0.25,0.3,0.3
1,-1,-0.25,0.3,0.3
1,-1,-0.25,0.3,0.3
1,-1,-0.25,0.3,0.3
1,-1,-0.25,0.3,0.3
1,-1,-0.25,0.3,0.3
1,-1,-0.25,0.3,0.3
1,-1,-0.25,0.3,0.3
1,-1,-0.25,0.3,0.3
1,-1,-0.25,0.3,0.3
1,-1,-0.25,0.3,0.3
2,-1,-0.25,0.3,0.3
1,-1,-0.25,0.3,0.3
1,-1,-0.25,0.3,0.3
1,-1,-0.25,0.3,0.3
1,-1,-0.25,0.3,0.3
1,-1,-0.25,0.3,0.3
1,-1,-0.25,0.3,0.3
1,-1,-0.25,0.3,0.3
2,-1,-0.25,0.3,0.3
1,-1,-0.25,0.3,0.3
1,-1,-0.25,0.3,0.3
1,-1,-0.25,0.3,0.3
1,-1,-0.25,0.3,0.3
1,-1,-0.25,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.25,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.5,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,0.75,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.25,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.5,0.3,0.3
1,-1,1.75,0.3,0.3
1,-1,1.75,0.3,0.3
1,-1,1.75,0.3,0.3
1,-1,1.75,0.3,0.3
1,-1,1.75,0.3,0.3
1,-1,1.75,0.3,0.3
1,-1,1.75,0.3,0.3
1,-1,1.75,0.3,0.3
1,-1,1.75,0.3,0.3
1,-1,1.75,0.3,0.3
1,-1,1.75,0.3,0.3
1,-1,1.75,0.3,0.3
1,-1,1.75,0.3,0.3
1,-1,1.75,0.3,0.3
1,-1,1.75,0.3,0.3
1,-1,1.75,0.3,0.3
1,-1,1.75,0.3,0.3
1,-1,1.75,0.3,0.3
1,-1,1.75,0.3,0.3
1,-1,1.75,0.3,0.3
1,-1,1.75,0.3,0.3
1,-1,1.75,0.3,0.3
1,-1,1.75,0.3,0.3
1,-1,1.75,0.3,0.3
1,-1,1.75,0.3,0.3
1,-1,1.75,0.3,0.3
1,-1,1.75,0.3,0.3
1,-1,1.75,0.3,0.3
1,-1,1.75,0.3,0.3
1,-1,1.75,0.3,0.3
1,-1,1.75,0.3,0.3
1,-1,1.75,0.3,0.3
1,-1,1.75,0.3,0.3
1,-1,1.75,0.3,0.3
1,-1,1.75,0.3,0.3
1,-1,1.75,0.3,0.3
1,-1,1.75,0.3,0.3
1,-1,1.75,0.3,0.3
1,-1,1.75,0.3,0.3
1,-1,1.75,0.3,0.3
1,-1,1.75,0.3,0.3
1,-1,1.75,0.3,0.3
1,-1,1.75,0.3,0.3
1,-1,1.75,0.3,0.3
1,-1,1.75,0.3,0.3
1,-1,1.75,0.3,0.3
1,-1,1.75,0.3,0.3
1,-1,1.75,0.3,0.3
1,-1,1.75,0.3,0.3
1,-1,1.75,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-2,0.3,0.3
3,-0.75,-1.75,0.3,0.3
3,-0.75,-1.75,0.3,0.3
3,-0.75,-1.75,0.3,0.3
3,-0.75,-1.75,0.3,0.3
3,-0.75,-1.75,0.3,0.3
3,-0.75,-1.75,0.3,0.3
3,-0.75,-1.75,0.3,0.3
3,-0.75,-1.75,0.3,0.3
3,-0.75,-1.75,0.3,0.3
3,-0.75,-1.75,0.3,0.3
3,-0.75,-1.75,0.3,0.3
3,-0.75,-1.75,0.3,0.3
3,-0.75,-1.75,0.3,0.3
3,-0.75,-1.75,0.3,0.3
3,-0.75,-1.75,0.3,0.3
3,-0.75,-1.75,0.3,0.3
3,-0.75,-1.75,0.3,0.3
3,-0.75,-1.75,0.3,0.3
3,-0.75,-1.75,0.3,0.3
3,-0.75,-1.75,0.3,0.3
3,-0.75,-1.75,0.3,0.3
3,-0.75,-1.75,0.3,0.3
3,-0.75,-1.75,0.3,0.3
3,-0.75,-1.75,0.3,0.3
3,-0.75,-1.75,0.3,0.3
3,-0.75,-1.75,0.3,0.3
2,-0.75,-1.75,0.3,0.3
3,-0.75,-1.75,0.3,0.3
3,-0.75,-1.75,0.3,0.3
3,-0.75,-1.75,0.3,0.3
3,-0.75,-1.75,0.3,0.3
3,-0.75,-1.75,0.3,0.3
3,-0.75,-1.75,0.3,0.3
3,-0.75,-1.75,0.3,0.3
3,-0.75,-1.75,0.3,0.3
3,-0.75,-1.75,0.3,0.3
3,-0.75,-1.75,0.3,0.3
3,-0.75,-1.75,0.3,0.3
3,-0.75,-1.75,0.3,0.3
3,-0.75,-1.75,0.3,0.3
3,-0.75,-1.75,0.3,0.3
3,-0.75,-1.75,0.3,0.3
3,-0.75,-1.75,0.3,0.3
3,-0.75,-1.75,0.3,0.3
3,-0.75,-1.75,0.3,0.3
3,-0.75,-1.75,0.3,0.3
3,-0.75,-1.75,0.3,0.3
3,-0.75,-1.75,0.3,0.3
3,-0.75,-1.75,0.3,0.3
3,-0.75,-1.75,0.3,0.3
3,-0.75,-1.5,0.3,0.3
3,-0.75,-1.5,0.3,0.3
3,-0.75,-1.5,0.3,0.3
3,-0.75,-1.5,0.3,0.3
3,-0.75,-1.5,0.3,0.3
3,-0.75,-1.5,0.3,0.3
3,-0.75,-1.5,0.3,0.3
3,-0.75,-1.5,0.3,0.3
3,-0.75,-1.5,0.3,0.3
3,-0.75,-1.5,0.3,0.3
3,-0.75,-1.5,0.3,0.3
3,-0.75,-1.5,0.3,0.3
3,-0.75,-1.5,0.3,0.3
3,-0.75,-1.5,0.3,0.3
3,-0.75,-1.5,0.3,0.3
3,-0.75,-1.5,0.3,0.3
3,-0.75,-1.5,0.3,0.3
3,-0.75,-1.5,0.3,0.3
3,-0.75,-1.5,0.3,0.3
3,-0.75,-1.5,0.3,0.3
3,-0.75,-1.5,0.3,0.3
2,-0.75,-1.5,0.3,0.3
3,-0.75,-1.5,0.3,0.3
3,-0.75,-1.5,0.3,0.3
2,-0.75,-1.5,0.3,0.3
3,-0.75,-1.5,0.3,0.3
3,-0.75,-1.5,0.3,0.3
3,-0.75,-1.5,0.3,0.3
2,-0.75,-1.5,0.3,0.3
3,-0.75,-1.5,0.3,0.3
3,-0.75,-1.5,0.3,0.3
2,-0.75,-1.5,0.3,0.3
3,-0.75,-1.5,0.3,0.3
3,-0.75,-1.5,0.3,0.3
3,-0.75,-1.5,0.3,0.3
3,-0.75,-1.5,0.3,0.3
3,-0.75,-1.5,0.3,0.3
3,-0.75,-1.5,0.3,0.3
3,-0.75,-1.5,0.3,0.3
3,-0.75,-1.5,0.3,0.3
3,-0.75,-1.5,0.3,0.3
3,-0.75,-1.5,0.3,0.3
3,-0.75,-1.5,0.3,0.3
3,-0.75,-1.5,0.3,0.3
3,-0.75,-1.5,0.3,0.3
3,-0.75,-1.5,0.3,0.3
3,-0.75,-1.5,0.3,0.3
3,-0.75,-1.5,0.3,0.3
3,-0.75,-1.5,0.3,0.3
3,-0.75,-1.5,0.3,0.3
2,-0.75,-1.25,0.3,0.3
3,-0.75,-1.25,0.3,0.3
3,-0.75,-1.25,0.3,0.3
2,-0.75,-1.25,0.3,0.3
3,-0.75,-1.25,0.3,0.3
3,-0.75,-1.25,0.3,0.3
3,-0.75,-1.25,0.3,0.3
2,-0.75,-1.25,0.3,0.3
2,-0.75,-1.25,0.3,0.3
3,-0.75,-1.25,0.3,0.3
3,-0.75,-1.25,0.3,0.3
2,-0.75,-1.25,0.3,0.3
3,-0.75,-1.25,0.3,0.3
3,-0.75,-1.25,0.3,0.3
3,-0.75,-1.25,0.3,0.3
2,-0.75,-1.25,0.3,0.3
3,-0.75,-1.25,0.3,0.3
2,-0.75,-1.25,0.3,0.3
2,-0.75,-1.25,0.3,0.3
3,-0.75,-1.25,0.3,0.3
2,-0.75,-1.25,0.3,0.3
2,-0.75,-1.25,0.3,0.3
3,-0.75,-1.25,0.3,0.3
2,-0.75,-1.25,0.3,0.3
3,-0.75,-1.25,0.3,0.3
2,-0.75,-1.25,0.3,0.3
2,-0.75,-1.25,0.3,0.3
3,-0.75,-1.25,0.3,0.3
3,-0.75,-1.25,0.3,0.3
3,-0.75,-1.25,0.3,0.3
3,-0.75,-1.25,0.3,0.3
3,-0.75,-1.25,0.3,0.3
2,-0.75,-1.25,0.3,0.3
3,-0.75,-1.25,0.3,0.3
3,-0.75,-1.25,0.3,0.3
2,-0.75,-1.25,0.3,0.3
2,-0.75,-1.25,0.3,0.3
3,-0.75,-1.25,0.3,0.3
2,-0.75,-1.25,0.3,0.3
3,-0.75,-1.25,0.3,0.3
3,-0.75,-1.25,0.3,0.3
2,-0.75,-1.25,0.3,0.3
2,-0.75,-1.25,0.3,0.3
3,-0.75,-1.25,0.3,0.3
3,-0.75,-1.25,0.3,0.3
3,-0.75,-1.25,0.3,0.3
3,-0.75,-1.25,0.3,0.3
2,-0.75,-1.25,0.3,0.3
3,-0.75,-1.25,0.3,0.3
3,-0.75,-1.25,0.3,0.3
2,-0.75,-1,0.3,0.3
2,-0.75,-1,0.3,0.3
3,-0.75,-1,0.3,0.3
2,-0.75,-1,0.3,0.3
3,-0.75,-1,0.3,0.3
2,-0.75,-1,0.3,0.3
2,-0.75,-1,0.3,0.3
3,-0.75,-1,0.3,0.3
2,-0.75,-1,0.3,0.3
3,-0.75,-1,0.3,0.3
3,-0.75,-1,0.3,0.3
3,-0.75,-1,0.3,0.3
1,-0.75,-1,0.3,0.3
2,-0.75,-1,0.3,0.3
2,-0.75,-1,0.3,0.3
3,-0.75,-1,0.3,0.3
2,-0.75,-1,0.3,0.3
2,-0.75,-1,0.3,0.3
2,-0.75,-1,0.3,0.3
2,-0.75,-1,0.3,0.3
3,-0.75,-1,0.3,0.3
3,-0.75,-1,0.3,0.3
3,-0.75,-1,0.3,0.3
2,-0.75,-1,0.3,0.3
3,-0.75,-1,0.3,0.3
2,-0.75,-1,0.3,0.3
2,-0.75,-1,0.3,0.3
1,-0.75,-1,0.3,0.3
3,-0.75,-1,0.3,0.3
3,-0.75,-1,0.3,0.3
2,-0.75,-1,0.3,0.3
2,-0.75,-1,0.3,0.3
3,-0.75,-1,0.3,0.3
2,-0.75,-1,0.3,0.3
3,-0.75,-1,0.3,0.3
2,-0.75,-1,0.3,0.3
2,-0.75,-1,0.3,0.3
2,-0.75,-1,0.3,0.3
3,-0.75,-1,0.3,0.3
2,-0.75,-1,0.3,0.3
3,-0.75,-1,0.3,0.3
2,-0.75,-1,0.3,0.3
2,-0.75,-1,0.3,0.3
2,-0.75,-1,0.3,0.3
3,-0.75,-1,0.3,0.3
3,-0.75,-1,0.3,0.3
3,-0.75,-1,0.3,0.3
2,-0.75,-1,0.3,0.3
3,-0.75,-1,0.3,0.3
3,-0.75,-1,0.3,0.3
1,-0.75,-0.75,0.3,0.3
2,-0.75,-0.75,0.3,0.3
3,-0.75,-0.75,0.3,0.3
2,-0.75,-0.75,0.3,0.3
2,-0.75,-0.75,0.3,0.3
2,-0.75,-0.75,0.3,0.3
1,-0.75,-0.75,0.3,0.3
1,-0.75,-0.75,0.3,0.3
2,-0.75,-0.75,0.3,0.3
2,-0.75,-0.75,0.3,0.3
2,-0.75,-0.75,0.3,0.3
2,-0.75,-0.75,0.3,0.3
1,-0.75,-0.75,0.3,0.3
1,-0.75,-0.75,0.3,0.3
2,-0.75,-0.75,0.3,0.3
2,-0.75,-0.75,0.3,0.3
2,-0.75,-0.75,0.3,0.3
2,-0.75,-0.75,0.3,0.3
2,-0.75,-0.75,0.3,0.3
3,-0.75,-0.75,0.3,0.3
2,-0.75,-0.75,0.3,0.3
2,-0.75,-0.75,0.3,0.3
2,-0.75,-0.75,0.3,0.3
3,-0.75,-0.75,0.3,0.3
2,-0.75,-0.75,0.3,0.3
2,-0.75,-0.75,0.3,0.3
3,-0.75,-0.75,0.3,0.3
2,-0.75,-0.75,0.3,0.3
2,-0.75,-0.75,0.3,0.3
3,-0.75,-0.75,0.3,0.3
2,-0.75,-0.75,0.3,0.3
3,-0.75,-0.75,0.3,0.3
2,-0.75,-0.75,0.3,0.3
2,-0.75,-0.75,0.3,0.3
2,-0.75,-0.75,0.3,0.3
1,-0.75,-0.75,0.3,0.3
2,-0.75,-0.75,0.3,0.3
2,-0.75,-0.75,0.3,0.3
2,-0.75,-0.75,0.3,0.3
1,-0.75,-0.75,0.3,0.3
2,-0.75,-0.75,0.3,0.3
2,-0.75,-0.75,0.3,0.3
3,-0.75,-0.75,0.3,0.3
2,-0.75,-0.75,0.3,0.3
